product_id,store_id,stock_level,last_updated,supplier_id
PROD1398,STORE180,212,2024-04-05,SUP238
PROD1356,STORE100,386,2025-04-16,SUP151
PROD1460,STORE189,212,2023-06-27,SUP215
PROD1026,STORE183,237,2024-04-01,SUP125
PROD1302,STORE102,255,2024-03-02,SUP230
PROD1110,STORE189,448,2024-08-24,SUP238
PROD1325,STORE100,474,2025-04-26,SUP162
PROD1127,STORE195,119,2023-04-21,SUP173
PROD1014,STORE198,254,2024-02-22,SUP170
PROD1105,STORE185,370,2024-09-30,SUP255
PROD1271,STORE102,340,2023-05-23,SUP216
PROD1176,STORE152,323,2025-04-12,SUP130
PROD1414,STORE196,177,2024-09-13,SUP162
PROD1394,STORE110,5,2025-02-07,SUP228
PROD1259,STORE178,309,2024-10-11,SUP100
PROD1463,STORE168,141,2023-01-23,SUP255
PROD1330,STORE146,245,2023-07-21,SUP112
PROD1462,STORE150,235,2024-10-22,SUP106
PROD1424,STORE195,299,2023-07-29,SUP292
PROD1001,STORE179,77,2023-05-26,SUP287
PROD1112,STORE106,190,2023-09-10,SUP175
PROD1313,STORE147,411,2025-04-13,SUP298
PROD1392,STORE183,346,2024-11-26,SUP126
PROD1371,STORE181,300,2024-11-27,SUP156
PROD1402,STORE171,281,2024-10-13,SUP146
PROD1452,STORE168,11,2024-07-23,SUP180
PROD1114,STORE184,444,2025-02-15,SUP279
PROD1191,STORE148,344,2024-04-15,SUP210
PROD1009,STORE115,447,2024-06-10,SUP259
PROD1223,STORE139,244,2024-01-16,SUP138
PROD1352,STORE149,13,2023-07-08,SUP113
PROD1103,STORE157,281,2025-02-25,SUP214
PROD1307,STORE100,54,2023-08-22,SUP212
PROD1193,STORE100,354,2024-08-30,SUP219
PROD1173,STORE113,203,2025-02-17,SUP242
PROD1299,STORE147,242,2024-02-23,SUP156
PROD1439,STORE183,247,2024-11-24,SUP260
PROD1075,STORE188,23,2024-01-29,SUP258
PROD1124,STORE178,260,2023-11-27,SUP267
PROD1013,STORE153,203,2023-07-12,SUP277
PROD1498,STORE116,449,2025-07-16,SUP251
PROD1035,STORE108,313,2024-06-05,SUP164
PROD1093,STORE163,335,2024-02-22,SUP248
PROD1066,STORE124,494,2024-09-05,SUP177
PROD1013,STORE111,73,2023-04-08,SUP276
PROD1216,STORE101,410,2023-07-17,SUP130
PROD1162,STORE166,267,2025-05-25,SUP121
PROD1166,STORE125,261,2024-01-12,SUP268
PROD1361,STORE159,317,2023-09-16,SUP101
PROD1365,STORE150,377,2024-08-12,SUP248
PROD1077,STORE106,256,2024-10-17,SUP132
PROD1282,STORE146,159,2024-07-10,SUP242
PROD1011,STORE136,422,2025-02-26,SUP131
PROD1270,STORE146,189,2024-01-28,SUP157
PROD1029,STORE122,255,2024-12-31,SUP248
PROD1165,STORE112,465,2023-01-04,SUP291
PROD1386,STORE186,299,2023-07-29,SUP208
PROD1222,STORE111,2,2023-02-19,SUP143
PROD1275,STORE133,364,2024-05-02,SUP131
PROD1294,STORE134,295,2023-12-12,SUP180
PROD1124,STORE138,174,2023-11-12,SUP270
PROD1385,STORE191,375,2023-12-22,SUP238
PROD1218,STORE183,211,2025-06-20,SUP154
PROD1078,STORE161,365,2024-10-02,SUP123
PROD1198,STORE100,475,2025-06-19,SUP146
PROD1035,STORE152,444,2023-06-04,SUP181
PROD1119,STORE199,439,2024-03-18,SUP284
PROD1173,STORE181,454,2023-10-06,SUP189
PROD1296,STORE152,310,2024-02-25,SUP129
PROD1079,STORE127,292,2024-07-17,SUP122
PROD1220,STORE105,41,2023-06-18,SUP214
PROD1048,STORE151,228,2023-07-06,SUP224
PROD1159,STORE158,461,2025-06-26,SUP178
PROD1104,STORE131,95,2024-02-23,SUP105
PROD1079,STORE162,240,2024-09-20,SUP189
PROD1325,STORE153,82,2024-11-19,SUP207
PROD1027,STORE178,299,2023-02-26,SUP192
PROD1134,STORE100,33,2024-04-21,SUP198
PROD1002,STORE143,181,2024-11-26,SUP112
PROD1431,STORE169,309,2023-08-23,SUP241
PROD1455,STORE122,289,2025-06-15,SUP198
PROD1144,STORE141,1,2024-12-01,SUP279
PROD1353,STORE170,322,2023-11-14,SUP162
PROD1092,STORE109,64,2025-02-16,SUP191
PROD1470,STORE114,231,2024-09-26,SUP126
PROD1107,STORE107,99,2025-05-17,SUP104
PROD1146,STORE134,384,2024-11-16,SUP132
PROD1172,STORE196,432,2023-11-03,SUP137
PROD1188,STORE190,387,2023-05-13,SUP111
PROD1373,STORE190,384,2023-07-30,SUP197
PROD1250,STORE122,311,2025-04-24,SUP249
PROD1388,STORE194,229,2023-04-23,SUP264
PROD1397,STORE181,3,2024-02-13,SUP141
PROD1087,STORE165,42,2023-07-25,SUP109
PROD1123,STORE140,407,2023-03-14,SUP203
PROD1041,STORE130,38,2025-03-02,SUP166
PROD1253,STORE133,368,2024-03-10,SUP154
PROD1143,STORE149,421,2024-10-11,SUP271
PROD1362,STORE159,157,2025-06-27,SUP215
PROD1224,STORE148,380,2023-10-15,SUP258
PROD1152,STORE162,109,2025-01-24,SUP141
PROD1268,STORE173,116,2025-06-24,SUP128
PROD1477,STORE189,128,2023-08-14,SUP289
PROD1466,STORE181,325,2023-11-02,SUP247
PROD1204,STORE139,291,2024-07-08,SUP132
PROD1020,STORE117,258,2025-05-10,SUP123
PROD1366,STORE149,417,2024-09-17,SUP262
PROD1390,STORE106,249,2024-06-07,SUP209
PROD1280,STORE176,489,2024-01-27,SUP220
PROD1206,STORE190,57,2023-07-08,SUP289
PROD1300,STORE175,100,2023-01-17,SUP227
PROD1001,STORE117,146,2024-04-26,SUP208
PROD1325,STORE164,421,2024-05-28,SUP273
PROD1307,STORE123,435,2024-08-09,SUP294
PROD1076,STORE114,38,2024-03-08,SUP180
PROD1242,STORE141,399,2023-04-02,SUP152
PROD1271,STORE192,422,2024-04-06,SUP189
PROD1295,STORE155,251,2023-06-14,SUP291
PROD1227,STORE123,467,2024-11-22,SUP146
PROD1006,STORE163,179,2024-07-04,SUP211
PROD1284,STORE119,358,2024-06-10,SUP227
PROD1203,STORE172,258,2023-05-25,SUP195
PROD1182,STORE174,165,2024-03-23,SUP285
PROD1108,STORE115,121,2024-02-21,SUP279
PROD1067,STORE119,130,2025-03-17,SUP294
PROD1057,STORE182,336,2023-01-07,SUP147
PROD1288,STORE133,383,2024-07-05,SUP249
PROD1114,STORE110,116,2024-11-19,SUP152
PROD1270,STORE105,256,2024-11-19,SUP133
PROD1346,STORE128,68,2025-05-26,SUP248
PROD1163,STORE178,447,2023-01-10,SUP252
PROD1215,STORE193,484,2025-04-18,SUP279
PROD1483,STORE183,328,2023-10-21,SUP261
PROD1085,STORE164,472,2023-12-10,SUP217
PROD1217,STORE161,197,2023-11-20,SUP267
PROD1141,STORE150,51,2024-11-02,SUP227
PROD1023,STORE169,1,2025-01-27,SUP203
PROD1494,STORE181,344,2023-11-20,SUP166
PROD1335,STORE150,311,2025-02-13,SUP286
PROD1306,STORE121,31,2023-04-05,SUP212
PROD1208,STORE189,40,2025-06-26,SUP261
PROD1282,STORE197,465,2023-09-09,SUP214
PROD1091,STORE157,274,2023-09-23,SUP265
PROD1377,STORE122,279,2025-06-04,SUP108
PROD1237,STORE139,420,2023-12-24,SUP244
PROD1423,STORE145,1,2023-09-19,SUP220
PROD1430,STORE116,385,2023-06-13,SUP180
PROD1418,STORE154,31,2023-06-22,SUP290
PROD1019,STORE189,232,2025-06-02,SUP170
PROD1193,STORE181,395,2024-10-16,SUP166
PROD1231,STORE152,249,2024-08-20,SUP275
PROD1321,STORE154,97,2023-08-22,SUP217
PROD1489,STORE114,346,2023-05-29,SUP275
PROD1159,STORE197,44,2025-06-20,SUP128
PROD1494,STORE171,246,2025-04-26,SUP243
PROD1463,STORE155,345,2025-05-15,SUP236
PROD1329,STORE163,385,2025-03-04,SUP178
PROD1027,STORE157,139,2023-10-25,SUP202
PROD1408,STORE102,228,2024-10-15,SUP236
PROD1017,STORE192,417,2024-11-17,SUP230
PROD1112,STORE120,198,2024-05-26,SUP151
PROD1149,STORE193,392,2024-02-25,SUP104
PROD1209,STORE124,306,2024-04-02,SUP159
PROD1054,STORE109,361,2023-06-06,SUP172
PROD1105,STORE187,269,2023-02-22,SUP208
PROD1159,STORE164,377,2024-12-24,SUP247
PROD1140,STORE145,36,2024-01-14,SUP271
PROD1265,STORE108,304,2025-05-28,SUP140
PROD1428,STORE132,35,2023-02-19,SUP159
PROD1413,STORE118,161,2023-12-09,SUP124
PROD1354,STORE115,388,2023-04-13,SUP268
PROD1313,STORE125,409,2023-07-29,SUP194
PROD1059,STORE188,192,2024-09-24,SUP224
PROD1040,STORE195,179,2025-02-16,SUP242
PROD1305,STORE184,291,2025-05-09,SUP252
PROD1267,STORE131,293,2025-05-11,SUP221
PROD1225,STORE192,97,2023-01-30,SUP247
PROD1202,STORE162,433,2023-06-09,SUP247
PROD1103,STORE148,333,2023-11-03,SUP236
PROD1208,STORE121,6,2025-03-04,SUP211
PROD1266,STORE157,120,2024-12-13,SUP225
PROD1436,STORE190,100,2023-03-01,SUP100
PROD1044,STORE180,237,2023-09-11,SUP200
PROD1013,STORE135,296,2024-06-14,SUP234
PROD1145,STORE199,199,2024-09-06,SUP291
PROD1246,STORE136,9,2023-01-06,SUP104
PROD1337,STORE167,23,2024-11-25,SUP252
PROD1045,STORE193,286,2023-05-08,SUP177
PROD1027,STORE154,211,2024-10-27,SUP119
PROD1413,STORE174,52,2023-03-05,SUP223
PROD1472,STORE104,455,2023-06-11,SUP186
PROD1174,STORE136,464,2025-03-21,SUP238
PROD1297,STORE169,22,2023-01-11,SUP104
PROD1152,STORE168,10,2024-05-12,SUP184
PROD1028,STORE101,321,2024-09-07,SUP289
PROD1413,STORE143,286,2025-07-11,SUP228
PROD1161,STORE165,107,2023-06-28,SUP192
PROD1358,STORE149,225,2023-05-23,SUP295
PROD1476,STORE128,269,2023-10-31,SUP219
PROD1028,STORE185,190,2023-11-01,SUP112
PROD1298,STORE114,426,2023-07-13,SUP119
PROD1063,STORE168,465,2023-12-22,SUP147
PROD1425,STORE106,163,2024-06-03,SUP166
PROD1244,STORE145,312,2023-04-07,SUP296
PROD1239,STORE192,23,2024-09-28,SUP223
PROD1435,STORE178,322,2023-12-22,SUP259
PROD1498,STORE172,368,2023-02-11,SUP206
PROD1316,STORE172,252,2023-12-12,SUP251
PROD1062,STORE195,252,2024-09-09,SUP200
PROD1267,STORE186,328,2023-03-31,SUP297
PROD1388,STORE153,133,2023-01-22,SUP240
PROD1249,STORE176,2,2023-12-03,SUP154
PROD1028,STORE148,101,2023-10-30,SUP232
PROD1364,STORE105,211,2023-09-20,SUP100
PROD1248,STORE151,265,2025-06-02,SUP109
PROD1217,STORE139,199,2024-05-05,SUP157
PROD1103,STORE166,266,2025-06-18,SUP246
PROD1180,STORE162,67,2023-07-01,SUP279
PROD1363,STORE117,289,2023-07-05,SUP257
PROD1032,STORE186,134,2024-05-27,SUP265
PROD1494,STORE125,132,2024-12-12,SUP203
PROD1209,STORE191,330,2023-09-29,SUP187
PROD1205,STORE116,138,2025-05-01,SUP134
PROD1038,STORE172,186,2024-04-03,SUP183
PROD1051,STORE197,471,2025-01-30,SUP178
PROD1267,STORE131,120,2023-04-19,SUP125
PROD1378,STORE122,443,2023-03-18,SUP224
PROD1356,STORE179,454,2024-04-18,SUP255
PROD1269,STORE164,125,2023-12-27,SUP155
PROD1340,STORE183,498,2023-10-24,SUP255
PROD1047,STORE105,154,2023-05-21,SUP108
PROD1433,STORE105,154,2023-11-06,SUP133
PROD1436,STORE176,106,2023-12-14,SUP224
PROD1446,STORE125,217,2023-03-29,SUP158
PROD1359,STORE105,277,2023-11-05,SUP192
PROD1228,STORE144,171,2025-05-04,SUP216
PROD1284,STORE190,436,2024-01-03,SUP242
PROD1253,STORE132,257,2023-12-11,SUP292
PROD1066,STORE106,21,2024-01-29,SUP173
PROD1259,STORE118,300,2023-02-23,SUP229
PROD1117,STORE185,56,2023-06-20,SUP158
PROD1446,STORE156,262,2023-06-17,SUP279
PROD1160,STORE101,412,2024-08-03,SUP257
PROD1252,STORE127,466,2024-01-20,SUP179
PROD1135,STORE178,198,2023-02-15,SUP291
PROD1376,STORE161,266,2023-10-19,SUP156
PROD1194,STORE112,257,2025-04-20,SUP179
PROD1140,STORE103,132,2023-02-26,SUP218
PROD1315,STORE143,287,2024-03-04,SUP242
PROD1352,STORE102,281,2023-12-08,SUP200
PROD1176,STORE150,29,2023-08-04,SUP217
PROD1402,STORE109,386,2024-03-18,SUP170
PROD1384,STORE117,330,2025-07-09,SUP248
PROD1278,STORE173,493,2023-09-25,SUP146
PROD1470,STORE115,237,2024-10-16,SUP145
PROD1089,STORE166,73,2025-04-25,SUP172
PROD1267,STORE188,450,2023-08-01,SUP205
PROD1246,STORE178,343,2023-06-18,SUP175
PROD1038,STORE128,276,2024-04-17,SUP183
PROD1162,STORE124,29,2025-03-10,SUP204
PROD1198,STORE182,170,2025-02-14,SUP142
PROD1411,STORE137,225,2023-09-06,SUP269
PROD1301,STORE160,287,2023-11-19,SUP217
PROD1092,STORE196,337,2024-03-02,SUP234
PROD1044,STORE191,15,2023-02-18,SUP261
PROD1250,STORE177,416,2023-01-02,SUP293
PROD1480,STORE161,140,2023-08-21,SUP272
PROD1143,STORE129,175,2024-02-25,SUP107
PROD1119,STORE107,180,2024-04-27,SUP236
PROD1236,STORE155,240,2025-03-03,SUP250
PROD1242,STORE107,459,2023-09-11,SUP123
PROD1336,STORE109,453,2023-12-13,SUP147
PROD1163,STORE152,93,2024-11-01,SUP123
PROD1450,STORE171,445,2023-09-06,SUP194
PROD1140,STORE116,489,2023-12-03,SUP135
PROD1375,STORE183,385,2025-01-01,SUP271
PROD1039,STORE158,193,2025-02-20,SUP244
PROD1038,STORE131,149,2025-05-22,SUP280
PROD1129,STORE104,275,2023-09-24,SUP117
PROD1159,STORE102,59,2024-08-04,SUP130
PROD1456,STORE145,304,2025-04-24,SUP103
PROD1430,STORE110,171,2023-11-07,SUP152
PROD1158,STORE197,315,2025-06-20,SUP214
PROD1215,STORE145,469,2024-01-21,SUP214
PROD1113,STORE126,334,2025-06-03,SUP202
PROD1157,STORE173,472,2023-11-16,SUP269
PROD1105,STORE172,420,2023-06-09,SUP184
PROD1198,STORE132,211,2023-04-30,SUP100
PROD1362,STORE120,31,2024-07-23,SUP123
PROD1118,STORE198,272,2025-03-10,SUP158
PROD1416,STORE108,248,2024-12-16,SUP121
PROD1424,STORE132,183,2025-02-22,SUP293
PROD1499,STORE181,95,2024-10-09,SUP103
PROD1233,STORE150,156,2025-06-05,SUP117
PROD1167,STORE135,418,2024-03-11,SUP221
PROD1427,STORE141,237,2023-01-18,SUP214
PROD1245,STORE134,448,2024-02-05,SUP124
PROD1398,STORE183,104,2023-11-11,SUP183
PROD1359,STORE113,386,2024-05-30,SUP184
PROD1090,STORE117,186,2023-04-09,SUP243
PROD1412,STORE145,448,2024-11-07,SUP194
PROD1165,STORE115,285,2023-03-11,SUP101
PROD1244,STORE151,144,2025-07-13,SUP173
PROD1449,STORE174,294,2024-07-10,SUP178
PROD1292,STORE107,150,2025-06-25,SUP248
PROD1137,STORE165,450,2024-08-24,SUP145
PROD1170,STORE130,384,2023-09-02,SUP239
PROD1057,STORE172,217,2023-06-16,SUP104
PROD1097,STORE190,273,2023-12-04,SUP295
PROD1234,STORE170,194,2024-12-22,SUP294
PROD1358,STORE109,326,2024-09-12,SUP163
PROD1275,STORE132,432,2024-01-14,SUP253
PROD1351,STORE126,134,2024-08-15,SUP281
PROD1114,STORE115,335,2024-08-16,SUP185
PROD1168,STORE158,127,2024-09-04,SUP177
PROD1278,STORE173,406,2024-12-14,SUP138
PROD1306,STORE102,137,2023-01-01,SUP154
PROD1346,STORE155,267,2024-03-22,SUP149
PROD1228,STORE182,409,2024-04-09,SUP294
PROD1011,STORE160,399,2025-01-19,SUP244
PROD1496,STORE192,212,2023-04-26,SUP227
PROD1040,STORE183,254,2024-11-16,SUP234
PROD1365,STORE126,466,2023-06-15,SUP123
PROD1174,STORE192,74,2024-04-11,SUP117
PROD1148,STORE112,293,2023-02-10,SUP249
PROD1021,STORE141,347,2025-05-09,SUP236
PROD1427,STORE187,204,2023-08-21,SUP271
PROD1350,STORE157,371,2024-10-23,SUP151
PROD1314,STORE120,352,2024-07-03,SUP281
PROD1213,STORE192,149,2023-09-04,SUP280
PROD1082,STORE126,253,2024-06-02,SUP138
PROD1043,STORE162,145,2023-06-16,SUP238
PROD1409,STORE173,296,2025-01-15,SUP179
PROD1431,STORE124,381,2025-02-24,SUP128
PROD1424,STORE169,15,2024-05-14,SUP233
PROD1016,STORE140,470,2024-01-14,SUP135
PROD1182,STORE174,245,2023-03-24,SUP204
PROD1476,STORE186,274,2024-12-10,SUP245
PROD1351,STORE193,489,2025-06-19,SUP229
PROD1494,STORE160,257,2023-10-12,SUP280
PROD1072,STORE104,26,2024-09-04,SUP152
PROD1414,STORE161,46,2024-11-08,SUP138
PROD1338,STORE181,94,2023-07-06,SUP118
PROD1118,STORE155,83,2024-04-30,SUP103
PROD1008,STORE125,6,2024-11-20,SUP120
PROD1244,STORE129,349,2023-04-17,SUP286
PROD1070,STORE105,253,2024-08-07,SUP146
PROD1328,STORE174,222,2024-10-25,SUP182
PROD1267,STORE136,53,2024-08-04,SUP177
PROD1453,STORE189,154,2025-06-18,SUP258
PROD1452,STORE139,337,2023-04-29,SUP298
PROD1294,STORE144,267,2025-05-15,SUP200
PROD1377,STORE119,14,2025-06-03,SUP228
PROD1473,STORE183,87,2025-01-21,SUP257
PROD1148,STORE141,102,2024-07-07,SUP207
PROD1016,STORE130,248,2024-07-06,SUP140
PROD1353,STORE159,370,2024-07-03,SUP268
PROD1231,STORE101,118,2024-03-31,SUP266
PROD1224,STORE100,200,2025-02-04,SUP221
PROD1047,STORE130,463,2025-01-09,SUP274
PROD1249,STORE116,276,2023-05-25,SUP277
PROD1305,STORE121,471,2024-06-22,SUP127
PROD1176,STORE176,136,2025-04-26,SUP102
PROD1371,STORE136,496,2025-01-03,SUP251
PROD1120,STORE167,497,2024-01-19,SUP100
PROD1294,STORE111,316,2025-02-21,SUP299
PROD1321,STORE142,97,2024-06-02,SUP191
PROD1471,STORE100,12,2024-06-22,SUP247
PROD1305,STORE114,475,2023-11-17,SUP145
PROD1452,STORE144,219,2024-08-01,SUP159
PROD1307,STORE150,143,2024-07-20,SUP183
PROD1388,STORE106,98,2024-01-29,SUP129
PROD1079,STORE115,491,2025-07-08,SUP208
PROD1457,STORE106,332,2023-05-03,SUP231
PROD1429,STORE144,147,2025-05-01,SUP115
PROD1298,STORE182,261,2025-07-16,SUP119
PROD1142,STORE151,208,2023-05-10,SUP164
PROD1214,STORE148,126,2023-12-27,SUP178
PROD1316,STORE131,37,2024-04-30,SUP239
PROD1096,STORE135,129,2023-09-06,SUP266
PROD1271,STORE126,41,2024-02-22,SUP132
PROD1447,STORE130,139,2024-03-31,SUP131
PROD1007,STORE145,46,2024-12-03,SUP154
PROD1192,STORE155,472,2024-06-15,SUP110
PROD1047,STORE153,191,2023-02-16,SUP259
PROD1472,STORE132,451,2024-12-21,SUP245
PROD1274,STORE167,348,2025-01-23,SUP252
PROD1012,STORE138,155,2024-09-23,SUP165
PROD1266,STORE148,247,2023-02-04,SUP137
PROD1090,STORE153,372,2023-07-02,SUP165
PROD1454,STORE165,94,2024-10-25,SUP299
PROD1297,STORE143,282,2024-03-04,SUP171
PROD1137,STORE146,135,2023-06-20,SUP182
PROD1236,STORE136,476,2024-06-07,SUP123
PROD1345,STORE108,197,2025-03-11,SUP263
PROD1191,STORE137,199,2024-08-01,SUP128
PROD1067,STORE184,299,2024-02-26,SUP164
PROD1267,STORE183,250,2023-06-18,SUP290
PROD1033,STORE148,168,2024-12-08,SUP252
PROD1484,STORE106,130,2024-02-19,SUP245
PROD1358,STORE152,387,2023-03-07,SUP155
PROD1155,STORE121,169,2023-10-10,SUP164
PROD1164,STORE126,3,2023-08-21,SUP136
PROD1287,STORE137,249,2023-05-30,SUP167
PROD1207,STORE153,311,2024-11-15,SUP233
PROD1362,STORE196,434,2023-08-04,SUP293
PROD1306,STORE182,469,2024-12-28,SUP192
PROD1198,STORE176,237,2024-04-11,SUP275
PROD1282,STORE144,469,2023-07-06,SUP281
PROD1061,STORE110,289,2024-05-24,SUP222
PROD1428,STORE113,183,2024-11-24,SUP250
PROD1239,STORE185,340,2023-08-18,SUP289
PROD1131,STORE131,428,2023-02-11,SUP208
PROD1019,STORE185,202,2025-01-20,SUP151
PROD1362,STORE128,249,2023-08-02,SUP273
PROD1391,STORE132,462,2024-10-31,SUP232
PROD1181,STORE147,297,2023-02-04,SUP269
PROD1357,STORE150,3,2023-10-06,SUP234
PROD1256,STORE108,241,2023-02-10,SUP167
PROD1340,STORE128,123,2024-07-20,SUP114
PROD1369,STORE166,413,2023-02-20,SUP281
PROD1362,STORE183,158,2024-01-08,SUP229
PROD1294,STORE173,166,2024-07-27,SUP275
PROD1129,STORE115,358,2023-07-18,SUP159
PROD1497,STORE189,17,2024-11-30,SUP296
PROD1033,STORE169,42,2025-05-06,SUP187
PROD1471,STORE169,138,2025-06-25,SUP105
PROD1322,STORE170,167,2025-01-21,SUP250
PROD1065,STORE188,358,2025-06-30,SUP169
PROD1201,STORE167,68,2024-04-01,SUP244
PROD1216,STORE104,142,2024-06-14,SUP142
PROD1110,STORE165,401,2023-08-03,SUP219
PROD1027,STORE133,361,2024-12-09,SUP142
PROD1418,STORE100,310,2023-04-26,SUP168
PROD1138,STORE171,372,2025-04-14,SUP242
PROD1029,STORE174,424,2023-12-28,SUP294
PROD1166,STORE118,288,2023-10-17,SUP237
PROD1342,STORE102,1,2023-07-26,SUP190
PROD1048,STORE181,132,2023-08-31,SUP181
PROD1230,STORE108,49,2023-06-23,SUP178
PROD1073,STORE195,412,2023-04-09,SUP125
PROD1138,STORE114,164,2025-02-22,SUP270
PROD1495,STORE118,209,2024-02-27,SUP247
PROD1016,STORE190,111,2023-12-30,SUP168
PROD1000,STORE111,412,2025-03-31,SUP272
PROD1165,STORE128,24,2024-08-17,SUP238
PROD1374,STORE122,218,2025-05-14,SUP123
PROD1122,STORE158,413,2024-04-15,SUP245
PROD1454,STORE129,190,2023-11-13,SUP150
PROD1406,STORE154,176,2025-04-29,SUP271
PROD1308,STORE115,143,2023-10-26,SUP262
PROD1396,STORE146,238,2023-05-31,SUP203
PROD1017,STORE162,28,2025-03-13,SUP268
PROD1149,STORE189,160,2023-03-02,SUP172
PROD1467,STORE114,353,2025-06-10,SUP170
PROD1277,STORE141,19,2025-01-31,SUP191
PROD1123,STORE105,340,2024-10-28,SUP160
PROD1057,STORE183,243,2025-01-11,SUP181
PROD1096,STORE146,186,2024-08-13,SUP223
PROD1300,STORE189,362,2025-07-01,SUP224
PROD1487,STORE170,208,2024-10-16,SUP144
PROD1120,STORE114,318,2024-12-07,SUP123
PROD1133,STORE142,395,2024-10-25,SUP292
PROD1100,STORE167,326,2023-01-10,SUP284
PROD1114,STORE160,12,2025-06-10,SUP256
PROD1122,STORE183,337,2024-06-30,SUP266
PROD1444,STORE128,124,2024-09-22,SUP107
PROD1258,STORE198,205,2023-03-07,SUP147
PROD1403,STORE100,268,2024-03-08,SUP163
PROD1080,STORE117,31,2024-01-16,SUP241
PROD1131,STORE172,451,2024-04-09,SUP256
PROD1169,STORE175,417,2024-12-03,SUP165
PROD1313,STORE147,61,2023-02-26,SUP157
PROD1148,STORE147,130,2025-05-19,SUP200
PROD1388,STORE138,483,2024-03-07,SUP155
PROD1380,STORE111,74,2023-10-27,SUP247
PROD1135,STORE125,10,2024-02-12,SUP204
PROD1097,STORE111,353,2023-06-25,SUP110
PROD1126,STORE141,43,2023-07-12,SUP253
PROD1052,STORE176,94,2024-04-06,SUP278
PROD1423,STORE145,234,2023-02-04,SUP171
PROD1236,STORE131,291,2023-04-18,SUP159
PROD1405,STORE163,141,2024-12-09,SUP111
PROD1463,STORE116,146,2023-05-13,SUP295
PROD1164,STORE173,261,2024-10-06,SUP169
PROD1018,STORE104,364,2024-07-20,SUP272
PROD1158,STORE178,393,2023-10-16,SUP222
PROD1135,STORE133,259,2024-05-21,SUP121
PROD1200,STORE125,123,2024-08-21,SUP231
PROD1328,STORE140,255,2025-02-19,SUP268
PROD1262,STORE120,208,2025-04-12,SUP204
PROD1317,STORE183,472,2025-04-22,SUP242
PROD1192,STORE121,154,2023-12-23,SUP180
PROD1477,STORE172,96,2024-04-01,SUP265
PROD1465,STORE151,116,2025-07-17,SUP157
PROD1445,STORE102,229,2023-11-08,SUP173
PROD1176,STORE195,408,2023-03-14,SUP287
PROD1475,STORE140,32,2024-11-25,SUP127
PROD1141,STORE122,219,2023-08-14,SUP107
PROD1133,STORE166,419,2024-08-07,SUP213
PROD1029,STORE168,123,2025-02-20,SUP176
PROD1000,STORE133,244,2024-12-19,SUP142
PROD1319,STORE144,69,2024-08-04,SUP233
PROD1433,STORE176,225,2024-07-09,SUP116
PROD1443,STORE117,77,2024-01-21,SUP115
PROD1043,STORE139,402,2025-05-04,SUP162
PROD1343,STORE185,62,2024-01-26,SUP218
PROD1256,STORE131,212,2025-01-28,SUP126
PROD1402,STORE179,169,2023-12-06,SUP232
PROD1433,STORE123,476,2023-10-05,SUP203
PROD1358,STORE156,111,2024-11-12,SUP213
PROD1032,STORE101,157,2024-02-07,SUP120
PROD1115,STORE171,129,2023-05-21,SUP230
PROD1230,STORE138,301,2024-02-21,SUP177
PROD1340,STORE128,105,2024-04-14,SUP110
PROD1285,STORE168,121,2024-02-07,SUP105
PROD1227,STORE185,349,2024-12-01,SUP269
PROD1191,STORE188,224,2023-10-22,SUP297
PROD1289,STORE126,177,2023-09-09,SUP110
PROD1001,STORE117,143,2024-11-10,SUP233
PROD1102,STORE120,490,2023-11-16,SUP231
PROD1337,STORE116,98,2025-01-26,SUP131
PROD1413,STORE140,251,2025-03-28,SUP103
PROD1390,STORE141,267,2023-07-21,SUP129
PROD1404,STORE168,148,2024-12-24,SUP268
PROD1314,STORE158,367,2023-02-07,SUP107
PROD1280,STORE158,412,2023-06-18,SUP227
PROD1163,STORE137,367,2025-05-30,SUP181
PROD1479,STORE142,435,2023-01-19,SUP234
PROD1106,STORE132,483,2024-01-03,SUP170
PROD1326,STORE182,113,2025-06-15,SUP295
PROD1160,STORE115,363,2024-01-25,SUP265
PROD1008,STORE149,490,2024-07-18,SUP113
PROD1271,STORE191,14,2023-06-05,SUP114
PROD1116,STORE109,436,2024-10-28,SUP159
PROD1182,STORE119,189,2023-08-09,SUP176
PROD1044,STORE142,344,2025-07-06,SUP255
PROD1135,STORE165,219,2024-07-01,SUP161
PROD1358,STORE112,290,2024-10-15,SUP253
PROD1197,STORE197,190,2024-02-13,SUP191
PROD1499,STORE134,48,2025-06-29,SUP253
PROD1011,STORE153,283,2023-07-13,SUP210
PROD1189,STORE166,321,2023-01-16,SUP279
PROD1376,STORE113,357,2023-04-20,SUP270
PROD1180,STORE150,217,2023-04-10,SUP220
PROD1026,STORE138,298,2024-12-27,SUP217
PROD1169,STORE147,408,2025-06-05,SUP297
PROD1360,STORE191,255,2024-12-22,SUP244
PROD1479,STORE106,448,2023-07-21,SUP151
PROD1398,STORE139,236,2023-05-04,SUP152
PROD1360,STORE187,368,2023-03-03,SUP135
PROD1200,STORE169,422,2024-02-28,SUP281
PROD1202,STORE119,428,2023-09-26,SUP191
PROD1307,STORE150,197,2024-09-02,SUP209
PROD1231,STORE127,345,2025-03-02,SUP198
PROD1042,STORE194,276,2024-08-31,SUP273
PROD1216,STORE195,480,2023-05-24,SUP289
PROD1238,STORE196,244,2023-05-24,SUP276
PROD1065,STORE141,259,2025-02-16,SUP206
