CID,BDATE,GEN
21717,1976-01-06,
21718,1976-05-13,
21719,1965-05-25,
21720,1964-11-04,
21721,1964-11-21,
21722,1964-11-01,
21723,1977-09-06,
21724,1978-03-12,
21725,1983-08-18,
21726,1979-02-19,
21727,1978-12-22,
21728,1979-01-06,
21729,1984-07-07,
21730,1978-10-18,
21731,1979-01-22,
21732,1978-04-23,
21733,1977-05-03,
21734,1977-01-29,
21735,1982-04-21,
21736,1982-04-20,
21737,1968-02-16,
21738,1973-09-14,
21739,1973-08-17,
21740,1968-04-24,
21741,1972-12-08,
21742,1976-11-11,
21743,1971-04-20,
21744,1970-09-15,
21745,1970-01-30,
21746,1973-03-12,
21747,1967-10-14,
21748,1979-04-20,
21749,1947-08-25,
21750,1953-10-05,
21751,1948-05-09,
21752,1953-03-31,
21753,1948-05-21,
21754,1953-10-05,
21755,1948-09-20,
21756,1949-05-23,
21757,1954-09-08,
21758,1949-08-21,
21759,1949-10-18,
21760,1950-04-17,
21761,1950-02-13,
21762,1950-02-22,
21763,1962-03-07,
21764,1950-10-06,
21765,1962-02-08,
21766,1950-11-23,
21767,1951-12-11,
21768,1952-02-19,
21769,1951-10-13,
21770,1957-08-07,
21771,1952-06-08,
21772,1951-08-16,
21773,1951-12-19,
21774,1952-12-19,
21775,1952-10-20,
21776,1953-03-03,
21777,1952-12-19,
21778,1952-10-31,
21779,1958-10-01,
21780,1963-08-19,
21781,1952-12-19,
21782,1954-02-13,Male
21783,1954-04-18,Female
21784,1954-04-04,Female
21785,1953-11-08,Female
21786,1953-12-30,Female
21787,1954-05-15,Female
21788,1953-11-01,Male
21789,1953-12-23,Female
21790,1953-08-23,Male
21791,1954-06-18,Male
21792,1954-12-11,Female
21793,1955-02-21,Female
21794,1960-09-11,Female
21795,1960-01-19,Male
21796,1955-10-08,Female
21797,1956-03-24,Male
21798,1956-03-24,Female
21799,1956-03-26,Male
21800,1956-03-18,Female
21801,1956-04-13,Female
21802,1955-10-18,Male
21803,1957-03-21,Female
21804,1962-08-07,Female
21805,1956-10-15,Male
21806,1956-08-02,Male
21807,1957-05-01,Female
21808,1956-08-19,Female
21809,1968-03-30,Female
21810,1957-06-16,Male
21811,1957-08-11,Female
21812,1957-07-04,Male
21813,1963-08-30,Male
21814,1957-09-21,Male
21815,1957-11-02,Female
21816,1964-01-17,Male
21817,1963-10-07,Male
21818,1963-04-23,Male
21819,1963-05-02,Female
21820,1973-12-05,Female
21821,1962-11-19,Male
21822,1962-08-26,Male
21823,1967-03-06,Female
21824,1961-12-31,Male
21825,1961-05-18,Male
21826,1961-01-06,Female
21827,1960-07-06,Female
21828,1960-08-01,Female
21829,1960-07-17,Female
21830,1961-04-15,Female
21831,1965-08-30,Female
21832,1949-10-25,Male
21833,1955-06-16,Male
21834,1955-08-04,Female
21835,1949-10-20,Female
21836,1950-01-08,Female
21837,1951-01-21,Female
21838,1951-03-02,Male
21839,1956-10-16,Male
21840,1951-05-09,Female
21841,1950-12-10,Female
21842,1952-05-13,Male
21843,1952-04-01,Female
21844,1959-10-05,Male
21845,1959-10-31,Male
21846,1960-05-08,Male
21847,1959-11-23,Male
21848,1958-07-27,Male
21849,1957-07-12,Male
21850,1957-03-13,Male
21851,1957-03-06,Male
21852,1957-01-29,Male
21853,1956-07-17,Female
21854,1956-09-17,Female
21855,1962-08-08,Female
21856,1955-11-08,Male
21857,1955-07-20,Male
21858,1971-08-08,Male
21859,1954-02-13,Female
21860,1959-01-07,Female
21861,1954-04-25,Female
21862,1954-03-04,Female
21863,1959-08-19,Female
21864,1954-04-21,Male
21865,1954-05-22,Female
21866,1952-08-20,Female
21867,1953-05-13,Male
21868,1952-08-02,Female
21869,1953-04-08,Female
21870,1953-03-03,Female
21871,1982-05-05,Male
21872,1981-05-30,Female
21873,1981-01-30,Female
21874,1981-11-19,Female
21875,1982-02-14,Male
21876,1981-10-24,Male
21877,1982-02-10,Male
21878,1981-10-23,Male
21879,1980-04-07,Male
21880,1985-08-16,Male
21881,1981-04-14,Female
21882,1981-03-22,Male
21883,1979-09-04,Female
21884,1979-01-05,Female
21885,1980-06-03,Male
21886,1979-11-07,Female
21887,1977-11-09,Female
21888,1979-03-04,Male
21889,1979-02-14,Female
21890,1978-08-05,Female
21891,1977-12-21,Female
21892,1977-02-22,Female
21893,1976-12-12,Female
21894,1981-11-09,Male
21895,1981-10-05,Female
21896,1976-01-23,Male
21897,1977-04-18,Male
21898,1976-08-04,Male
21899,1982-04-06,Female
21900,1980-10-14,Male
21901,1969-11-21,Female
21902,1981-03-16,Female
21903,1962-01-12,Male
21904,1967-02-04,Male
21905,1940-03-18,Male
21906,1939-08-05,Female
21907,1940-02-17,Female
21908,1939-12-30,Female
21909,1939-12-22,Female
21910,1985-08-13,Female
21911,1986-06-22,Female
21912,1985-09-18,Female
21913,1985-11-24,Male
21914,1985-08-18,Female
21915,1967-10-29,Male
21916,1972-02-05,Male
21917,1977-12-18,Male
21918,1967-05-03,Female
21919,1967-02-04,Female
21920,1966-08-15,Female
21921,1967-01-30,Male
21922,1967-05-23,Female
21923,1967-01-17,Male
21924,1971-03-10,Male
21925,1966-01-30,Female
21926,1973-01-11,Female
21927,1973-03-15,Female
21928,1972-08-30,Male
21929,1984-05-14,Female
21930,1984-01-20,Female
21931,1966-03-20,Male
21932,1970-12-10,Male
21933,1965-04-01,Female
21934,1964-12-07,Female
21935,1970-07-24,Female
21936,1970-12-11,Female
21937,1970-11-23,Female
21938,1970-06-09,Female
21939,1970-03-07,Male
21940,1965-01-20,Male
21941,1963-08-19,Female
21942,1964-03-04,Female
21943,1975-02-05,Female
21944,1980-09-16,Female
21945,1985-08-13,Female
21946,1974-07-03,Female
21947,1975-04-08,Female
21948,1974-10-10,Female
21949,1980-09-23,Male
21950,1974-10-03,Male
21951,1981-11-23,Male
21952,1974-01-03,Female
21953,1973-01-18,Male
21954,1978-05-20,Female
21955,1975-02-19,Female
21956,1975-04-15,Male
21957,1974-11-15,Female
21958,1975-04-18,Female
21959,1975-01-13,Male
21960,1972-08-17,Female
21961,1978-04-16,Female
21962,1972-10-28,Female
21963,1978-08-19,Female
21964,1973-01-30,Male
21965,1972-02-21,Female
21966,1972-04-25,Male
21967,1970-10-07,Male
21968,1974-02-01,Male
21969,1973-09-22,Female
21970,1986-02-13,Female
21971,1969-11-21,Male
21972,1975-09-29,Female
21973,1969-08-14,Female
21974,1986-01-30,Female
21975,1974-01-01,Male
21976,1968-12-28,Female
21977,1969-01-17,Male
21978,1972-09-04,Female
21979,1973-09-12,Male
21980,1967-03-10,Female
21981,1972-04-07,Female
21982,1966-08-25,Female
21983,1966-09-19,Male
21984,1971-02-15,Female
21985,1966-04-13,Male
21986,1965-12-09,Female
21987,1971-06-03,Male
21988,1970-10-01,Female
21989,1970-09-30,Male
21990,1976-03-11,Male
21991,1971-01-11,Female
21992,1971-02-24,Male
21993,1981-03-16,Male
21994,1964-09-09,Female
21995,1967-09-19,Female
21996,1967-05-19,Female
21997,1963-09-11,Male
21998,1964-05-07,Male
21999,1969-05-09,Female
22000,1969-09-07,Female
22001,1963-04-20,Male
22002,1942-02-02,Female
22003,1942-02-20,Female
22004,1966-02-13,Female
22005,1965-08-31,Female
22006,1965-12-18,Male
22007,1982-03-13,Female
22008,1980-10-05,Female
22009,1980-08-08,Male
22010,1981-01-09,Male
22011,1986-05-13,Male
22012,1985-12-24,Female
22013,1986-05-01,Male
22014,1985-11-16,Male
22015,1986-04-14,Female
22016,1986-04-21,Male
22017,1943-06-08,Female
22018,1942-11-06,Male
22019,1983-08-23,Female
22020,1943-10-16,Male
22021,1983-03-20,Male
22022,1983-05-04,Male
22023,1982-10-29,Male
22024,1982-08-11,Male
22025,1982-12-04,Female
22026,1984-10-04,Female
22027,1984-12-02,Male
22028,1945-05-21,Female
22029,1945-05-02,Female
22030,1945-11-19,Female
22031,1946-02-09,Male
22032,1948-03-11,Male
22033,1947-12-15,Male
22034,1981-10-01,Male
22035,1982-05-09,Male
22036,1981-04-30,Female
22037,1980-11-28,Female
22038,1985-02-14,Female
22039,1979-09-13,Female
22040,1980-04-14,Male
22041,1978-10-31,Female
22042,1983-08-18,Female
22043,1978-02-09,Female
22044,1983-05-13,Male
22045,1979-05-04,Male
22046,1984-08-16,Female
22047,1979-12-13,Male
22048,1972-10-19,Female
22049,1978-05-03,Male
22050,1973-08-17,Male
22051,1974-06-04,Female
22052,1979-05-05,Male
22053,1979-12-12,Male
22054,1974-02-21,Male
22055,1979-03-02,Female
22056,1984-08-17,Male
22057,1984-08-12,Male
22058,1984-05-04,Male
22059,1983-08-09,Male
22060,1984-05-05,Male
22061,1984-03-19,Female
22062,1983-10-26,Male
22063,1951-04-01,Female
22064,1950-11-21,Male
22065,1951-12-31,Male
22066,1982-03-14,Female
22067,1982-01-14,Female
22068,1968-12-12,Male
22069,1974-12-02,Female
22070,1968-12-29,Male
22071,1969-05-19,Male
22072,1969-01-31,Male
22073,1968-06-23,Male
22074,1973-08-11,Male
22075,1973-05-11,Male
22076,1973-06-20,Male
22077,1968-01-07,Male
22078,1973-07-04,Male
22079,1972-10-12,Female
22080,1972-11-30,Female
22081,1972-04-03,Female
22082,1972-10-19,Male
22083,1966-09-13,Male
22084,1972-07-03,Male
22085,1972-07-09,Female
22086,1967-05-17,Female
22087,1972-10-12,Female
22088,1966-07-19,Female
22089,1966-09-01,Male
22090,1961-05-19,Female
22091,1961-02-19,Female
22092,1960-08-22,Female
22093,1960-12-13,Female
22094,1960-12-01,Male
22095,1961-04-13,Male
22096,1959-07-22,Male
22097,1946-05-04,Male
22098,1941-04-16,Female
22099,1940-10-20,Male
22100,1982-03-13,Male
22101,1971-05-09,Female
22102,1971-02-04,Male
22103,1971-06-22,Female
22104,1965-07-19,Male
22105,1965-09-20,Female
22106,1976-12-04,Female
22107,1965-09-30,Male
22108,1959-12-15,Male
22109,1959-08-02,Male
22110,1960-02-05,Male
22111,1960-05-09,Female
22112,1960-06-24,Female
22113,1964-09-10,Female
22114,1959-01-13,Male
22115,1958-12-11,Male
22116,1964-10-31,Male
22117,1958-10-09,Female
22118,1958-11-17,Female
22119,1964-10-09,Female
22120,1959-05-01,Female
22121,1957-11-09,Male
22122,1958-04-24,Female
22123,1942-10-01,Female
22124,1943-03-05,Female
22125,1942-08-02,Male
22126,1943-01-31,Female
22127,1949-11-05,Male
22128,1943-10-05,Female
22129,1944-06-06,Female
22130,1949-08-24,Male
22131,1943-12-29,Female
22132,1943-08-25,Female
22133,1944-03-22,Male
22134,1945-05-09,Male
22135,1944-12-16,Female
22136,1945-05-13,Male
22137,1945-09-17,Female
22138,1946-03-11,Female
22139,1951-05-05,Male
22140,1947-06-21,Female
22141,1952-09-09,Male
22142,1946-10-08,Male
22143,1947-01-12,Female
22144,1946-08-06,Male
22145,1946-12-04,Male
22146,1953-10-17,Male
22147,1952-10-14,Male
22148,1952-08-24,Female
22149,1953-03-14,Male
22150,1952-08-24,Male
22151,1954-01-03,Male
22152,1983-08-18,Male
22153,1984-02-01,Female
22154,1982-07-24,Female
22155,1954-01-02,Male
22156,1953-09-01,Female
22157,1983-05-22,Female
22158,1982-08-16,Female
22159,1982-11-14,Male
22160,1983-06-10,Male
22161,1983-04-03,Female
22162,1982-10-09,Male
22163,1982-12-29,Female
22164,1983-02-21,Female
22165,1982-05-01,Male
22166,1982-02-25,Female
22167,1960-03-18,Female
22168,1954-10-30,Female
22169,1956-06-11,Female
22170,1956-03-17,Female
22171,1956-11-06,Female
22172,1962-09-05,Male
22173,1957-10-18,Female
22174,1957-10-30,Male
22175,1958-05-05,Female
22176,1959-03-10,Male
22177,1958-09-22,Female
22178,1958-12-24,Female
22179,1959-08-08,Female
22180,1965-10-10,Male
22181,1976-10-13,Male
22182,1981-05-03,Female
22183,1981-04-24,Male
22184,1981-01-23,Male
22185,1980-11-29,Male
22186,1981-04-02,Male
22187,1979-12-22,Female
22188,1984-06-04,Female
22189,1978-08-31,Female
22190,1981-08-17,Male
22191,1981-08-08,Male
22192,1982-03-11,Male
22193,1961-05-20,Female
22194,1971-10-16,Male
22195,1961-10-22,Male
22196,1967-01-21,Male
22197,1962-06-13,Male
22198,1973-05-10,Male
22199,1961-12-06,Male
22200,1962-09-25,Female
22201,1962-07-05,Female
22202,1963-01-03,Male
22203,1969-06-12,Female
22204,1963-12-22,Male
22205,1964-02-07,Male
22206,1969-08-30,Female
22207,1963-07-01,Female
22208,1965-04-09,Female
22209,1964-07-11,Male
22210,1970-04-03,Female
22211,1979-08-24,Male
22212,1964-09-03,Female
22213,1964-09-02,Male
22214,1970-01-01,Female
22215,1972-06-23,Male
22216,1977-03-11,Male
22217,1963-06-17,Male
22218,1962-08-24,Male
22219,1962-08-01,Female
22220,1967-12-30,Male
22221,1968-10-14,Male
22222,1963-01-21,Male
22223,1962-10-09,Female
22224,1962-08-31,Female
22225,1962-08-31,Female
22226,1962-04-23,Female
22227,1961-11-18,Female
22228,1962-03-12,Female
22229,1967-08-05,Male
22230,1962-03-22,Female
22231,1961-10-20,Female
22232,1978-02-15,Female
22233,1977-10-20,Male
22234,1977-08-07,Female
22235,1983-09-08,Male
22236,1975-09-02,Male
22237,1975-10-03,Male
22238,1976-05-17,Male
22239,1975-07-05,Male
22240,1976-03-20,Male
22241,1975-12-30,Female
22242,1976-06-25,Male
22243,1975-09-11,Female
22244,1974-11-15,Female
22245,1980-05-07,Male
22246,1974-09-10,Female
22247,1975-04-06,Male
22248,1980-10-14,Male
22249,1977-02-04,Male
22250,1977-01-19,Male
22251,1981-12-15,Female
22252,1976-01-05,Female
22253,1975-08-06,Female
22254,1976-05-23,Male
22255,1981-12-15,Female
22256,1975-12-05,Male
22257,1975-08-06,Female
22258,1975-10-18,Female
22259,1978-10-29,Male
22260,1973-02-11,Female
22261,1978-03-06,Male
22262,1978-06-01,Male
22263,1971-11-24,Male
22264,1972-05-13,Female
22265,1972-05-13,Male
22266,1972-06-16,Female
22267,1971-08-15,Female
22268,1975-03-22,Female
22269,1985-08-13,Male
22270,1974-10-13,Male
22271,1980-02-21,Male
22272,1980-03-03,Female
22273,1971-03-08,Female
22274,1971-03-18,Male
22275,1976-02-16,Male
22276,1970-12-05,Female
22277,1976-07-21,Female
22278,1976-12-22,Female
22279,1971-05-09,Female
22280,1976-07-14,Male
22281,1971-03-11,Female
22282,1975-01-23,Male
22283,1970-01-02,Male
22284,1975-06-24,Female
22285,1970-05-22,Female
22286,1975-08-09,Male
22287,1975-08-15,Female
22288,1970-05-26,Female
22289,1980-11-07,Male
22290,1980-03-16,Female
22291,1974-02-22,Male
22292,1968-09-05,Female
22293,1968-12-17,Female
22294,1974-04-09,Female
22295,1973-09-13,Female
22296,1984-09-16,Male
22297,1974-02-16,Female
22298,1979-04-17,Male
22299,1974-12-23,Male
22300,1974-03-14,Female
22301,1974-09-09,Female
22302,1979-07-14,Male
22303,1977-08-20,Male
22304,1977-12-25,Female
22305,1978-05-21,Female
22306,1978-10-09,Male
22307,1984-03-12,Female
22308,1979-02-19,Female
22309,1978-12-30,Female
22310,1983-03-10,Female
22311,1978-01-01,Male
22312,1983-08-06,Female
22313,1977-12-04,Male
22314,1977-05-14,Female
22315,1982-02-24,Male
22316,1976-09-17,Female
22317,1982-05-05,Female
22318,1976-09-04,Male
22319,1977-05-06,Male
22320,1977-04-26,Male
22321,1975-07-26,Male
22322,1977-05-14,Male
22323,1977-06-10,Female
22324,1977-02-05,Female
22325,1981-06-16,Male
22326,1980-08-22,Female
22327,1985-11-16,Male
22328,1979-12-30,Female
22329,1979-07-02,Female
22330,1979-10-01,Male
22331,1935-03-20,Female
22332,1937-01-09,Female
22333,1937-02-09,Female
22334,1977-05-20,Male
22335,1977-11-20,Male
22336,1977-10-31,Male
22337,1958-10-01,Female
22338,1964-03-22,Male
22339,1959-05-02,Male
22340,1959-04-01,Male
22341,1959-05-16,Male
22342,1965-09-30,Male
22343,1960-01-04,Female
22344,1960-06-22,Female
22345,1961-01-14,Female
22346,1971-09-30,Female
22347,1967-02-13,Female
22348,1961-12-29,Female
22349,1967-10-18,Male
22350,1961-12-04,Female
22351,1962-03-12,Female
22352,1963-06-04,Female
22353,1962-09-04,Female
22354,1962-08-31,Female
22355,1979-04-20,Male
22356,1962-08-26,Male
22357,1979-01-13,Male
22358,1963-02-05,Female
22359,1969-10-22,Male
22360,1963-07-13,Male
22361,1964-04-19,Male
22362,1964-05-12,Male
22363,1969-04-17,Female
22364,1964-03-19,Female
22365,1963-08-30,Male
22366,1964-01-13,Male
22367,1964-04-11,Female
22368,1975-09-19,Male
22369,1964-11-01,Male
22370,1964-11-07,Female
22371,1978-04-13,Male
22372,1978-02-22,Female
22373,1979-03-24,Female
22374,1978-09-01,Male
22375,1979-03-26,Female
22376,1977-09-15,Male
22377,1978-03-08,Male
22378,1967-08-14,Female
22379,1973-07-13,Male
22380,1968-02-20,Male
22381,1967-09-20,Male
22382,1968-05-25,Female
22383,1973-02-17,Male
22384,1967-03-27,Female
22385,1967-06-14,Female
22386,1940-09-11,Male
22387,1942-05-19,Female
22388,1941-11-13,Male
22389,1963-03-15,Male
22390,1962-08-02,Male
22391,1959-12-03,Female
22392,1965-05-10,Female
22393,1965-03-12,Female
22394,1942-12-04,Female
22395,1943-11-22,Male
22396,1952-08-24,Female
22397,1948-02-02,Female
22398,1947-09-09,Female
22399,1985-07-05,Male
22400,1985-11-16,Male
22401,1985-07-07,Male
22402,1986-03-10,Male
22403,1984-08-20,Male
22404,1986-05-06,Female
22405,1984-03-20,Male
22406,1983-05-12,Male
22407,1985-04-17,Female
22408,1985-03-05,Male
22409,1985-02-11,Female
22410,1984-02-13,Female
22411,1984-05-04,Female
22412,1983-04-03,Male
22413,1949-06-25,Female
22414,1960-02-01,Male
22415,1948-07-15,Female
22416,1949-04-01,Female
22417,1972-11-06,Male
22418,1967-02-23,Male
22419,1964-10-30,Male
22420,1965-04-26,Male
22421,1965-04-09,Female
22422,1970-12-01,Female
22423,1974-08-11,Male
22424,1969-04-17,Male
22425,1964-04-05,Male
22426,1971-08-08,Female
22427,1965-10-13,Male
22428,1966-03-26,Female
22429,1971-11-11,Male
22430,1965-09-02,Male
22431,1981-06-04,Female
22432,1976-02-08,Female
22433,1976-02-12,Male
22434,1976-02-29,Male
22435,1980-06-18,Male
22436,1976-03-22,Male
22437,1975-07-27,Female
22438,1974-12-08,Male
22439,1974-07-02,Female
22440,1974-11-17,Female
22441,1985-08-16,Female
22442,1974-12-12,Female
22443,1975-01-31,Male
22444,1974-08-27,Male
22445,1980-03-30,Female
22446,1975-04-19,Male
22447,1985-10-07,Female
22448,1980-10-06,Female
22449,1980-04-12,Female
22450,1980-02-21,Female
22451,1974-12-18,Female
22452,1975-04-19,Female
22453,1927-08-04,Male
22454,1963-05-07,Female
22455,1957-09-06,Male
22456,1962-08-07,Female
22457,1973-11-15,Female
22458,1973-12-11,Female
22459,1973-10-31,Male
22460,1974-02-14,Male
22461,1979-10-01,Male
22462,1973-07-04,Female
22463,1974-02-25,Male
22464,1974-04-10,Male
22465,1974-04-09,Male
22466,1973-03-12,Male
22467,1972-08-19,Male
22468,1973-03-17,Male
22469,1973-04-30,Female
22470,1973-05-04,Female
22471,1973-03-04,Male
22472,1973-04-04,Female
22473,1972-11-10,Male
22474,1977-11-29,Female
22475,1977-12-06,Female
22476,1977-11-21,Male
22477,1971-12-11,Male
22478,1971-12-06,Female
22479,1972-02-15,Female
22480,1971-11-09,Female
22481,1977-05-22,Male
22482,1982-03-12,Female
22483,1982-04-20,Male
22484,1971-03-27,Female
22485,1971-02-15,Male
22486,1970-10-07,Male
22487,1976-04-15,Male
22488,1970-10-19,Male
22489,1970-12-08,Male
22490,1969-10-24,Female
22491,1981-03-16,Male
22492,1970-01-21,Male
22493,1969-07-20,Male
22494,1969-08-05,Male
22495,1969-10-02,Male
22496,1969-08-31,Female
22497,1968-11-08,Male
22498,1969-04-26,Male
22499,1939-01-03,Female
22500,1977-08-09,Male
22501,1971-09-15,Male
22502,1972-06-16,Female
22503,1977-07-02,Female
22504,1972-03-14,Male
22505,1979-04-20,Female
22506,1970-09-30,Female
22507,1976-07-09,Male
22508,1971-05-04,Male
22509,1976-09-30,Female
22510,1970-08-11,Female
22511,1970-01-15,Female
22512,1969-11-12,Female
22513,1968-10-12,Male
22514,1983-03-03,Male
22515,1984-12-06,Female
22516,1984-11-08,Female
22517,1985-02-12,Male
22518,1984-10-16,Female
22519,1969-05-10,Male
22520,1969-01-06,Male
22521,1973-09-14,Female
22522,1978-10-07,Male
22523,1973-07-13,Male
22524,1967-12-24,Female
22525,1984-02-03,Male
22526,1984-05-25,Male
22527,1982-12-13,Female
22528,1981-08-07,Female
22529,1980-09-29,Male
22530,1980-09-24,Female
22531,1982-05-20,Female
22532,1982-02-07,Male
22533,1979-08-03,Male
22534,1980-08-12,Female
22535,1986-02-10,Female
22536,1980-11-18,Female
22537,1979-12-20,Male
22538,1978-07-10,Female
22539,1984-03-07,Male
22540,1979-02-19,Female
22541,1979-06-25,Female
22542,1985-10-04,Female
22543,1979-02-19,Male
22544,1978-04-02,Female
22545,1983-06-16,Female
22546,1982-10-21,Male
22547,1977-04-01,Male
22548,1977-03-31,Female
22549,1977-01-15,Female
22550,1972-03-06,Male
22551,1967-12-24,Male
22552,1968-03-08,Female
22553,1940-12-05,Female
22554,1974-11-13,Male
22555,1964-03-05,Male
22556,1963-10-07,Male
22557,1962-08-14,Male
22558,1968-04-06,Male
22559,1968-11-08,Female
22560,1968-07-12,Female
22561,1962-08-28,Female
22562,1961-10-05,Female
22563,1961-12-20,Male
22564,1967-09-20,Female
22565,1961-08-11,Female
22566,1960-07-03,Male
22567,1942-07-27,Male
22568,1942-11-19,Female
22569,1943-06-01,Male
22570,1945-01-04,Male
22571,1985-08-09,Male
22572,1986-05-03,Female
22573,1985-09-23,Male
22574,1984-09-17,Male
22575,1986-02-16,Male
22576,1986-06-23,Male
22577,1985-11-30,Male
22578,1983-04-11,Male
22579,1981-10-15,Female
22580,1984-10-04,Female
22581,1985-02-16,Female
22582,1985-05-16,Female
22583,1983-02-09,Male
22584,1966-10-03,Female
22585,1967-01-17,Male
22586,1972-01-04,Male
22587,1971-06-22,Female
22588,1966-04-16,Female
22589,1965-09-29,Female
22590,1965-04-02,Male
22591,1969-04-06,Male
22592,1965-08-01,Female
22593,1966-03-16,Male
22594,1966-05-22,Female
22595,1971-09-18,Male
22596,1970-05-08,Male
22597,1970-09-21,Female
22598,1964-09-30,Male
22599,1965-03-12,Male
22600,1980-08-05,Male
22601,1964-01-21,Female
22602,1981-11-01,Female
22603,1981-08-31,Female
22604,1976-03-07,Male
22605,1975-09-02,Male
22606,1981-03-13,Male
22607,1975-09-01,Female
22608,1974-11-03,Male
22609,1976-01-17,Male
22610,1976-04-15,Male
22611,1975-11-10,Male
22612,1974-12-12,Male
22613,1974-12-18,Male
22614,1980-11-07,Male
22615,1974-10-15,Female
22616,1975-02-15,Male
22617,1986-02-13,Male
22618,1975-01-29,Female
22619,1974-08-11,Female
22620,1974-09-10,Female
22621,1980-12-05,Male
22622,1957-11-10,Male
22623,1957-08-29,Male
22624,1957-04-16,Female
22625,1974-01-21,Female
22626,1973-09-22,Male
22627,1979-05-14,Female
22628,1973-12-23,Male
22629,1929-01-30,Male
22630,1979-10-05,Male
22631,1974-03-15,Male
22632,1973-10-10,Female
22633,1974-04-04,Female
22634,1973-11-24,Female
22635,1973-07-13,Female
22636,1979-05-11,Female
22637,1979-12-13,Female
22638,1978-10-15,Female
22639,1983-10-04,Female
22640,1972-12-14,Male
22641,1983-09-17,Female
22642,1983-10-18,Male
22643,1973-05-12,Female
22644,1978-03-12,Male
22645,1972-08-07,Female
22646,1972-01-22,Female
22647,1973-05-26,Female
22648,1973-04-01,Female
22649,1977-08-16,Male
22650,1971-10-18,Female
22651,1972-05-14,Male
22652,1971-06-01,Male
22653,1970-12-15,Female
22654,1971-03-22,Male
22655,1976-04-12,Male
22656,1969-10-23,Male
22657,1975-02-15,Male
22658,1970-05-17,Male
22659,1975-02-19,Female
22660,1975-07-13,Female
22661,1981-01-30,Female
22662,1969-08-14,Male
22663,1971-08-18,Male
22664,1971-12-20,Female
22665,1972-06-11,Male
22666,1972-05-15,Female
22667,1982-10-08,Male
22668,1977-05-24,Female
22669,1977-08-16,Female
22670,1972-01-29,Female
22671,1968-10-05,Male
22672,1969-01-04,Female
22673,1969-05-11,Male
22674,1968-12-20,Male
22675,1982-01-16,Female
22676,1976-04-11,Female
22677,1971-04-11,Male
22678,1980-09-13,Female
22679,1969-10-31,Male
22680,1969-10-10,Male
22681,1969-05-19,Male
22682,1969-05-25,Male
22683,1969-03-02,Male
22684,1968-11-12,Female
22685,1984-11-01,Female
22686,1984-09-08,Male
22687,1969-05-10,Male
22688,1968-03-18,Male
22689,1967-10-13,Male
22690,1978-10-07,Male
22691,1967-12-18,Male
22692,1968-06-09,Female
22693,1967-12-14,Male
22694,1983-07-06,Female
22695,1984-02-14,Male
22696,1983-01-05,Female
22697,1982-12-03,Male
22698,1980-07-08,Male
22699,1981-02-21,Male
22700,1986-06-03,Female
22701,1980-10-03,Female
22702,1980-08-05,Female
22703,1982-01-05,Male
22704,1981-08-11,Female
22705,1981-09-22,Female
22706,1981-10-24,Female
22707,1981-07-18,Female
22708,1979-11-29,Female
22709,1985-03-14,Female
22710,1980-04-08,Female
22711,1978-10-07,Male
22712,1979-08-06,Female
22713,1972-08-29,Male
22714,1970-10-06,Female
22715,1971-05-18,Male
22716,1981-12-30,Male
22717,1976-05-06,Female
22718,1970-12-09,Male
22719,1971-04-11,Male
22720,1982-04-23,Male
22721,1968-01-21,Female
22722,1968-01-16,Female
22723,1948-06-03,Male
22724,1958-08-22,Male
22725,1949-01-19,Male
22726,1954-11-11,Female
22727,1954-10-19,Female
22728,1948-09-21,Female
22729,1948-11-03,Male
22730,1948-08-13,Male
22731,1949-02-07,Male
22732,1949-02-11,Male
22733,1948-08-18,Female
22734,1950-02-06,Female
22735,1949-12-23,Female
22736,1950-01-08,Female
22737,1949-11-05,Female
22738,1955-07-07,Female
22739,1949-10-08,Female
22740,1950-12-10,Female
22741,1951-06-20,Male
22742,1950-12-05,Male
22743,1956-09-04,Female
22744,1951-03-12,Male
22745,1950-08-16,Female
22746,1951-03-06,Female
22747,1950-09-07,Female
22748,1952-03-12,Male
22749,1952-01-07,Female
22750,1951-12-02,Male
22751,1952-01-15,Male
22752,1951-10-09,Male
22753,1953-02-18,Female
22754,1952-08-24,Male
22755,1952-11-07,Male
22756,1953-05-06,Male
22757,1952-10-31,Female
22758,1959-05-17,Female
22759,1954-05-21,Female
22760,1954-04-03,Male
22761,1954-03-09,Male
22762,1953-10-11,Female
22763,1954-02-07,Female
22764,1953-12-02,Male
22765,1955-03-21,Male
22766,1955-05-05,Female
22767,1954-11-18,Male
22768,1955-01-19,Male
22769,1955-04-21,Male
22770,1955-05-25,Female
22771,1956-05-26,Male
22772,1956-06-11,Female
22773,1961-04-19,Female
22774,1956-04-17,Male
22775,1956-02-17,Female
22776,1955-11-03,Female
22777,1956-10-09,Male
22778,1957-05-12,Female
22779,1957-06-10,Male
22780,1956-11-13,Female
22781,1956-12-19,Male
22782,1956-09-30,Male
22783,1958-04-03,Male
22784,1963-06-14,Male
22785,1957-07-12,Male
22786,1958-01-13,Male
22787,1957-09-08,Female
22788,1958-06-13,Male
22789,1958-01-08,Male
22790,1957-08-04,Male
22791,1957-09-07,Female
22792,1969-08-01,Male
22793,1958-12-16,Male
22794,1980-04-30,Female
22795,1973-08-14,Female
22796,1962-11-14,Male
22797,1962-08-26,Male
22798,1963-02-05,Female
22799,1961-10-02,Female
22800,1960-12-10,Male
22801,1961-05-09,Female
22802,1966-03-20,Female
